Match_ID,Start Date,Country,Country_ID,Opposition,Ground,Toss,Score,Wickets,Overs,RPO,Target,Inns,Margin,Result
ODI # 3664,11-Jul-15,SriLanka,8,Pakistan,Dambulla,lost,255,8,50,5.1,,1,6 wickets,lost
ODI # 3664,11-Jul-15,Pakistan,7,Sri Lanka,Dambulla,won,259,4,45.2,5.71,256,2,6 wickets,won
ODI # 3666,12-Jul-15,SouthAfrica,3,Bangladesh,Dhaka,won,162,10,46,3.52,,1,7 wickets,lost
ODI # 3666,12-Jul-15,Bangladesh,25,South Africa,Dhaka,lost,167,3,27.4,6.03,163,2,7 wickets,won
ODI # 3668,15-Jul-15,SouthAfrica,3,Bangladesh,Chattogram,won,168,9,40,4.2,,1,9 wickets,lost
ODI # 3668,15-Jul-15,Bangladesh,25,South Africa,Chattogram,lost,170,1,26.1,6.49,170,2,9 wickets,won
ODI # 3669,15-Jul-15,SriLanka,8,Pakistan,Pallekele,lost,288,8,48.1,5.97,288,2,2 wickets,won
ODI # 3669,15-Jul-15,Pakistan,7,Sri Lanka,Pallekele,won,287,8,50,5.74,,1,2 wickets,lost
ODI # 3670,19-Jul-15,SriLanka,8,Pakistan,Colombo (RPS),lost,181,10,41.1,4.39,317,2,135 runs,lost
ODI # 3670,19-Jul-15,Pakistan,7,Sri Lanka,Colombo (RPS),won,316,4,50,6.32,,1,135 runs,won
ODI # 3671,22-Jul-15,SriLanka,8,Pakistan,Colombo (RPS),won,256,9,50,5.12,,1,7 wickets,lost
ODI # 3671,22-Jul-15,Pakistan,7,Sri Lanka,Colombo (RPS),lost,257,3,40.5,6.29,257,2,7 wickets,won
ODI # 3672,26-Jul-15,SriLanka,8,Pakistan,Hambantota,won,368,4,50,7.36,,1,165 runs,won
ODI # 3672,26-Jul-15,Pakistan,7,Sri Lanka,Hambantota,lost,203,10,37.2,5.43,369,2,165 runs,lost
ODI # 3676,19-Aug-15,SouthAfrica,3,New Zealand,Centurion,lost,304,7,50,6.08,,1,20 runs,won
ODI # 3676,19-Aug-15,Newzealad,5,South Africa,Centurion,won,284,10,48.1,5.89,305,2,20 runs,lost
ODI # 3677,23-Aug-15,SouthAfrica,3,New Zealand,Potchefstroom,won,204,10,49.3,4.12,,1,8 wickets,lost
ODI # 3677,23-Aug-15,Newzealad,5,South Africa,Potchefstroom,lost,207,2,44.3,4.65,205,2,8 wickets,won
ODI # 3678,26-Aug-15,SouthAfrica,3,New Zealand,Durban,won,283,7,50,5.66,,1,62 runs,won
ODI # 3678,26-Aug-15,Newzealad,5,South Africa,Durban,lost,221,10,49.2,4.47,284,2,62 runs,lost
ODI # 3680,03-Sep-15,England,1,Australia,Southampton,lost,246,10,45.3,5.4,306,2,59 runs,lost
ODI # 3680,03-Sep-15,Australia,2,England,Southampton,won,305,6,50,6.1,,1,59 runs,won
ODI # 3681,05-Sep-15,England,1,Australia,Lord's,won,245,10,42.3,5.76,310,2,64 runs,lost
ODI # 3681,05-Sep-15,Australia,2,England,Lord's,lost,309,7,49,6.3,,1,64 runs,won
ODI # 3682,08-Sep-15,England,1,Australia,Manchester,won,300,8,50,6,,1,93 runs,won
ODI # 3682,08-Sep-15,Australia,2,England,Manchester,lost,207,10,44,4.7,301,2,93 runs,lost
ODI # 3683,11-Sep-15,England,1,Australia,Leeds,lost,304,7,48.2,6.28,300,2,3 wickets,won
ODI # 3683,11-Sep-15,Australia,2,England,Leeds,won,299,7,50,5.98,,1,3 wickets,lost
ODI # 3684,13-Sep-15,England,1,Australia,Manchester,won,138,10,33,4.18,,1,8 wickets,lost
ODI # 3684,13-Sep-15,Australia,2,England,Manchester,lost,140,2,24.2,5.75,139,2,8 wickets,won
ODI # 3689,11-Oct-15,SouthAfrica,3,India,Kanpur,won,303,5,50,6.06,,1,5 runs,won
ODI # 3689,11-Oct-15,India,6,South Africa,Kanpur,lost,298,7,50,5.96,304,2,5 runs,lost
ODI # 3692,14-Oct-15,SouthAfrica,3,India,Indore,lost,225,10,43.4,5.15,248,2,22 runs,lost
ODI # 3692,14-Oct-15,India,6,South Africa,Indore,won,247,9,50,4.94,,1,22 runs,won
ODI # 3695,18-Oct-15,SouthAfrica,3,India,Rajkot,won,270,7,50,5.4,,1,18 runs,won
ODI # 3695,18-Oct-15,India,6,South Africa,Rajkot,lost,252,6,50,5.04,271,2,18 runs,lost
ODI # 3698,22-Oct-15,SouthAfrica,3,India,Chennai,lost,264,9,50,5.28,300,2,35 runs,lost
ODI # 3698,22-Oct-15,India,6,South Africa,Chennai,won,299,8,50,5.98,,1,35 runs,won
ODI # 3700,25-Oct-15,SouthAfrica,3,India,Mumbai,won,438,4,50,8.76,,1,214 runs,won
ODI # 3700,25-Oct-15,India,6,South Africa,Mumbai,lost,224,10,36,6.22,439,2,214 runs,lost
ODI # 3701,01-Nov-15,WestIndies,4,Sri Lanka,Colombo (RPS),lost,159,8,26,6.11,,1,1 wickets,lost
ODI # 3701,01-Nov-15,SriLanka,8,West Indies,Colombo (RPS),won,164,9,24.5,6.6,163,2,1 wickets,won
ODI # 3702,04-Nov-15,WestIndies,4,Sri Lanka,Colombo (RPS),won,214,10,37.4,5.68,,1,8 wickets,lost
ODI # 3702,04-Nov-15,SriLanka,8,West Indies,Colombo (RPS),lost,225,2,36.3,6.16,225,2,8 wickets,won
ODI # 3704,07-Nov-15,WestIndies,4,Sri Lanka,Pallekele,lost,206,9,36,5.72,,1,19 runs,lost
ODI # 3704,07-Nov-15,SriLanka,8,West Indies,Pallekele,won,180,5,32.3,5.53,162,2,19 runs,won
ODI # 3707,11-Nov-15,Pakistan,7,England,Abu Dhabi,lost,217,4,43.4,4.96,217,2,6 wickets,won
ODI # 3707,11-Nov-15,England,1,Pakistan,Abu Dhabi,won,216,10,49.4,4.34,,1,6 wickets,lost
ODI # 3708,13-Nov-15,Pakistan,7,England,Abu Dhabi,lost,188,10,45.5,4.1,284,2,95 runs,lost
ODI # 3708,13-Nov-15,England,1,Pakistan,Abu Dhabi,won,283,5,50,5.66,,1,95 runs,won
ODI # 3710,17-Nov-15,Pakistan,7,England,Sharjah,won,208,10,49.5,4.17,,1,6 wickets,lost
ODI # 3710,17-Nov-15,England,1,Pakistan,Sharjah,lost,210,4,41,5.12,209,2,6 wickets,won
ODI # 3712,20-Nov-15,Pakistan,7,England,Dubai (DSC),lost,271,10,40.4,6.66,356,2,84 runs,lost
ODI # 3712,20-Nov-15,England,1,Pakistan,Dubai (DSC),won,355,5,50,7.1,,1,84 runs,won
ODI # 3714,26-Dec-15,SriLanka,8,New Zealand,Christchurch,won,188,10,47,4,,1,7 wickets,lost
ODI # 3714,26-Dec-15,Newzealad,5,Sri Lanka,Christchurch,lost,191,3,21,9.09,189,2,7 wickets,won
ODI # 3715,28-Dec-15,SriLanka,8,New Zealand,Christchurch,won,117,10,27.4,4.22,,1,10 wickets,lost
ODI # 3715,28-Dec-15,Newzealad,5,Sri Lanka,Christchurch,lost,118,0,8.2,14.16,118,2,10 wickets,won
ODI # 3717,31-Dec-15,SriLanka,8,New Zealand,Nelson,lost,277,2,46.2,5.97,277,2,8 wickets,won
ODI # 3717,31-Dec-15,Newzealad,5,Sri Lanka,Nelson,won,276,8,50,5.52,,1,8 wickets,lost
ODI # 3721,05-Jan-16,SriLanka,8,New Zealand,Mount Maunganui,won,258,10,47.1,5.46,295,2,36 runs,lost
ODI # 3721,05-Jan-16,Newzealad,5,Sri Lanka,Mount Maunganui,lost,294,5,50,5.88,,1,36 runs,won
ODI # 3723,12-Jan-16,India,6,Australia,Perth,won,309,3,50,6.18,,1,5 wickets,lost
ODI # 3723,12-Jan-16,Australia,2,India,Perth,lost,310,5,49.2,6.28,310,2,5 wickets,won
ODI # 3724,15-Jan-16,India,6,Australia,Brisbane,won,308,8,50,6.16,,1,7 wickets,lost
ODI # 3724,15-Jan-16,Australia,2,India,Brisbane,lost,309,3,49,6.3,309,2,7 wickets,won
ODI # 3725,17-Jan-16,India,6,Australia,Melbourne,lost,295,6,50,5.9,,1,3 wickets,lost
ODI # 3725,17-Jan-16,Australia,2,India,Melbourne,won,296,7,48.5,6.06,296,2,3 wickets,won
ODI # 3726,20-Jan-16,India,6,Australia,Canberra,lost,323,10,49.2,6.54,349,2,25 runs,lost
ODI # 3726,20-Jan-16,Australia,2,India,Canberra,won,348,8,50,6.96,,1,25 runs,won
ODI # 3727,23-Jan-16,India,6,Australia,Sydney,won,331,4,49.4,6.66,331,2,6 wickets,won
ODI # 3727,23-Jan-16,Australia,2,India,Sydney,lost,330,7,50,6.6,,1,6 wickets,lost
ODI # 3728,25-Jan-16,Pakistan,7,New Zealand,Wellington,won,210,10,46,4.56,281,2,70 runs,lost
ODI # 3728,25-Jan-16,Newzealad,5,Pakistan,Wellington,lost,280,8,50,5.6,,1,70 runs,won
ODI # 3730,31-Jan-16,Pakistan,7,New Zealand,Auckland,won,290,10,47.3,6.1,,1,3 wickets,lost
ODI # 3730,31-Jan-16,Newzealad,5,Pakistan,Auckland,lost,265,7,42.4,6.21,263,2,3 wickets,won
ODI # 3731,03-Feb-16,Newzealad,5,Australia,Auckland,lost,307,8,50,6.14,,1,159 runs,won
ODI # 3731,03-Feb-16,Australia,2,New Zealand,Auckland,won,148,10,24.2,6.08,308,2,159 runs,lost
ODI # 3732,03-Feb-16,SouthAfrica,3,England,Bloemfontein,lost,250,5,33.3,7.46,290,2,39 runs,lost
ODI # 3732,03-Feb-16,England,1,South Africa,Bloemfontein,won,399,9,50,7.98,,1,39 runs,won
ODI # 3733,06-Feb-16,Newzealad,5,Australia,Wellington,won,281,9,50,5.62,,1,4 wickets,lost
ODI # 3733,06-Feb-16,Australia,2,New Zealand,Wellington,lost,283,6,46.3,6.08,282,2,4 wickets,won
ODI # 3734,06-Feb-16,SouthAfrica,3,England,Port Elizabeth,won,262,7,50,5.24,,1,5 wickets,lost
ODI # 3734,06-Feb-16,England,1,South Africa,Port Elizabeth,lost,263,5,46.2,5.67,263,2,5 wickets,won
ODI # 3735,08-Feb-16,Newzealad,5,Australia,Hamilton,lost,246,10,45.3,5.4,,1,55 runs,won
ODI # 3735,08-Feb-16,Australia,2,New Zealand,Hamilton,won,191,10,43.4,4.37,247,2,55 runs,lost
ODI # 3736,09-Feb-16,SouthAfrica,3,England,Centurion,lost,319,3,46.2,6.88,319,2,7 wickets,won
ODI # 3736,09-Feb-16,England,1,South Africa,Centurion,won,318,8,50,6.36,,1,7 wickets,lost
ODI # 3737,12-Feb-16,SouthAfrica,3,England,Johannesburg,won,266,9,47.2,5.61,263,2,1 wickets,won
ODI # 3737,12-Feb-16,England,1,South Africa,Johannesburg,lost,262,10,47.5,5.47,,1,1 wickets,lost
ODI # 3738,14-Feb-16,SouthAfrica,3,England,Cape Town,won,237,5,44,5.38,237,2,5 wickets,won
ODI # 3738,14-Feb-16,England,1,South Africa,Cape Town,lost,236,10,45,5.24,,1,5 wickets,lost
ODI # 3739,03-Jun-16,WestIndies,4,South Africa,Providence,lost,191,6,48.1,3.96,189,2,4 wickets,won
ODI # 3739,03-Jun-16,SouthAfrica,3,West Indies,Providence,won,188,10,46.5,4.01,,1,4 wickets,lost
ODI # 3740,05-Jun-16,WestIndies,4,Australia,Providence,lost,116,10,32.3,3.56,,1,6 wickets,lost
ODI # 3740,05-Jun-16,Australia,2,West Indies,Providence,won,117,4,25.4,4.55,117,2,6 wickets,won
ODI # 3741,07-Jun-16,SouthAfrica,3,Australia,Providence,won,189,9,50,3.78,,1,47 runs,won
ODI # 3741,07-Jun-16,Australia,2,South Africa,Providence,lost,142,10,34.2,4.13,190,2,47 runs,lost
ODI # 3743,11-Jun-16,SouthAfrica,3,Australia,Basseterre,lost,252,10,47.4,5.28,289,2,36 runs,lost
ODI # 3743,11-Jun-16,Australia,2,South Africa,Basseterre,won,288,6,50,5.76,,1,36 runs,won
ODI # 3745,13-Jun-16,WestIndies,4,Australia,Basseterre,won,266,6,45.4,5.82,266,2,4 wickets,won
ODI # 3745,13-Jun-16,Australia,2,West Indies,Basseterre,lost,265,7,50,5.3,,1,4 wickets,lost
ODI # 3747,15-Jun-16,WestIndies,4,South Africa,Basseterre,won,204,10,38,5.36,344,2,139 runs,lost
ODI # 3747,15-Jun-16,SouthAfrica,3,West Indies,Basseterre,lost,343,4,50,6.86,,1,139 runs,won
ODI # 3752,21-Jun-16,WestIndies,4,Australia,Bridgetown,lost,282,8,50,5.64,,1,6 wickets,lost
ODI # 3752,21-Jun-16,Australia,2,West Indies,Bridgetown,won,283,4,48.4,5.81,283,2,6 wickets,won
ODI # 3753,24-Jun-16,SriLanka,8,England,Birmingham,won,254,7,50,5.08,,1,10 wickets,lost
ODI # 3753,24-Jun-16,England,1,Sri Lanka,Birmingham,lost,256,0,34.1,7.49,255,2,10 wickets,won
ODI # 3754,24-Jun-16,WestIndies,4,South Africa,Bridgetown,lost,285,10,49.5,5.71,,1,100 runs,won
ODI # 3754,24-Jun-16,SouthAfrica,3,West Indies,Bridgetown,won,185,10,46,4.02,286,2,100 runs,lost
ODI # 3756,26-Jun-16,WestIndies,4,Australia,Bridgetown,lost,212,10,45.4,4.64,271,2,58 runs,lost
ODI # 3756,26-Jun-16,Australia,2,West Indies,Bridgetown,won,270,9,50,5.4,,1,58 runs,won
ODI # 3757,29-Jun-16,SriLanka,8,England,The Oval,lost,305,5,42,7.26,,1,6 wickets,lost
ODI # 3757,29-Jun-16,England,1,Sri Lanka,The Oval,won,309,4,40.1,7.69,308,2,6 wickets,won
ODI # 3758,02-Jul-16,SriLanka,8,England,Cardiff,won,202,10,42.4,4.73,325,2,122 runs,lost
ODI # 3758,02-Jul-16,England,1,Sri Lanka,Cardiff,lost,324,7,50,6.48,,1,122 runs,won
ODI # 3768,21-Aug-16,SriLanka,8,Australia,Colombo (RPS),lost,227,8,50,4.54,,1,3 wickets,lost
ODI # 3768,21-Aug-16,Australia,2,Sri Lanka,Colombo (RPS),won,228,7,46.5,4.86,228,2,3 wickets,won
ODI # 3769,24-Aug-16,SriLanka,8,Australia,Colombo (RPS),won,288,10,48.5,5.89,,1,82 runs,won
ODI # 3769,24-Aug-16,Australia,2,Sri Lanka,Colombo (RPS),lost,206,10,47.2,4.35,289,2,82 runs,lost
ODI # 3770,24-Aug-16,Pakistan,7,England,Southampton,won,260,6,50,5.2,,1,44 runs,lost
ODI # 3770,24-Aug-16,England,1,Pakistan,Southampton,lost,194,3,34.3,5.62,151,2,44 runs,won
ODI # 3771,27-Aug-16,Pakistan,7,England,Lord's,won,251,10,49.5,5.03,,1,4 wickets,lost
ODI # 3771,27-Aug-16,England,1,Pakistan,Lord's,lost,255,6,47.3,5.36,252,2,4 wickets,won
ODI # 3772,28-Aug-16,SriLanka,8,Australia,Dambulla,won,226,10,49.2,4.58,,1,2 wickets,lost
ODI # 3772,28-Aug-16,Australia,2,Sri Lanka,Dambulla,lost,227,8,46,4.93,227,2,2 wickets,won
ODI # 3773,30-Aug-16,Pakistan,7,England,Nottingham,lost,275,10,42.4,6.44,445,2,169 runs,lost
ODI # 3773,30-Aug-16,England,1,Pakistan,Nottingham,won,444,3,50,8.88,,1,169 runs,won
ODI # 3774,31-Aug-16,SriLanka,8,Australia,Dambulla,won,212,10,50,4.24,,1,6 wickets,lost
ODI # 3774,31-Aug-16,Australia,2,Sri Lanka,Dambulla,lost,217,4,31,7,213,2,6 wickets,won
ODI # 3775,01-Sep-16,Pakistan,7,England,Leeds,won,247,8,50,4.94,,1,4 wickets,lost
ODI # 3775,01-Sep-16,England,1,Pakistan,Leeds,lost,252,6,48,5.25,248,2,4 wickets,won
ODI # 3776,04-Sep-16,SriLanka,8,Australia,Pallekele,won,195,10,40.2,4.83,,1,5 wickets,lost
ODI # 3776,04-Sep-16,Australia,2,Sri Lanka,Pallekele,lost,199,5,43,4.62,196,2,5 wickets,won
ODI # 3777,04-Sep-16,Pakistan,7,England,Cardiff,won,304,6,48.2,6.28,303,2,4 wickets,won
ODI # 3777,04-Sep-16,England,1,Pakistan,Cardiff,lost,302,9,50,6.04,,1,4 wickets,lost
ODI # 3781,25-Sep-16,Bangladesh,25,Afghanistan,Dhaka,won,265,10,50,5.3,,1,7 runs,won
ODI # 3781,25-Sep-16,Afghanistan,40,Bangladesh,Dhaka,lost,258,10,50,5.16,266,2,7 runs,lost
ODI # 3783,28-Sep-16,Bangladesh,25,Afghanistan,Dhaka,lost,208,10,49.2,4.21,,1,2 wickets,lost
ODI # 3783,28-Sep-16,Afghanistan,40,Bangladesh,Dhaka,won,212,8,49.4,4.26,209,2,2 wickets,won
ODI # 3784,30-Sep-16,WestIndies,4,Pakistan,Sharjah,won,175,10,38.4,4.52,287,2,111 runs,lost
ODI # 3784,30-Sep-16,Pakistan,7,West Indies,Sharjah,lost,284,9,49,5.79,,1,111 runs,won
ODI # 3785,30-Sep-16,SouthAfrica,3,Australia,Centurion,won,295,4,36.2,8.11,295,2,6 wickets,won
ODI # 3785,30-Sep-16,Australia,2,South Africa,Centurion,lost,294,9,50,5.88,,1,6 wickets,lost
ODI # 3786,01-Oct-16,Bangladesh,25,Afghanistan,Dhaka,won,279,8,50,5.58,,1,141 runs,won
ODI # 3786,01-Oct-16,Afghanistan,40,Bangladesh,Dhaka,lost,138,10,33.5,4.07,280,2,141 runs,lost
ODI # 3787,02-Oct-16,SouthAfrica,3,Australia,Johannesburg,lost,361,6,50,7.22,,1,142 runs,won
ODI # 3787,02-Oct-16,Australia,2,South Africa,Johannesburg,won,219,10,37.4,5.81,362,2,142 runs,lost
ODI # 3788,02-Oct-16,WestIndies,4,Pakistan,Sharjah,lost,278,7,50,5.56,338,2,59 runs,lost
ODI # 3788,02-Oct-16,Pakistan,7,West Indies,Sharjah,won,337,5,50,6.74,,1,59 runs,won
ODI # 3789,05-Oct-16,WestIndies,4,Pakistan,Abu Dhabi,lost,172,10,44,3.9,309,2,136 runs,lost
ODI # 3789,05-Oct-16,Pakistan,7,West Indies,Abu Dhabi,won,308,6,50,6.16,,1,136 runs,won
ODI # 3790,05-Oct-16,SouthAfrica,3,Australia,Durban,lost,372,6,49.2,7.54,372,2,4 wickets,won
ODI # 3790,05-Oct-16,Australia,2,South Africa,Durban,won,371,6,50,7.42,,1,4 wickets,lost
ODI # 3791,07-Oct-16,England,1,Bangladesh,Dhaka,won,309,8,50,6.18,,1,21 runs,won
ODI # 3791,07-Oct-16,Bangladesh,25,England,Dhaka,lost,288,10,47.5,6.02,310,2,21 runs,lost
ODI # 3792,09-Oct-16,SouthAfrica,3,Australia,Port Elizabeth,lost,168,4,35.3,4.73,168,2,6 wickets,won
ODI # 3792,09-Oct-16,Australia,2,South Africa,Port Elizabeth,won,167,10,36.4,4.55,,1,6 wickets,lost
ODI # 3793,09-Oct-16,England,1,Bangladesh,Dhaka,won,204,10,44.4,4.56,239,2,34 runs,lost
ODI # 3793,09-Oct-16,Bangladesh,25,England,Dhaka,lost,238,8,50,4.76,,1,34 runs,won
ODI # 3794,12-Oct-16,England,1,Bangladesh,Chattogram,won,278,6,47.5,5.81,278,2,4 wickets,won
ODI # 3794,12-Oct-16,Bangladesh,25,England,Chattogram,lost,277,6,50,5.54,,1,4 wickets,lost
ODI # 3795,12-Oct-16,SouthAfrica,3,Australia,Cape Town,won,327,8,50,6.54,,1,31 runs,won
ODI # 3795,12-Oct-16,Australia,2,South Africa,Cape Town,lost,296,10,48.2,6.12,328,2,31 runs,lost
ODI # 3796,16-Oct-16,Newzealad,5,India,Dharamsala,lost,190,10,43.5,4.33,,1,6 wickets,lost
ODI # 3796,16-Oct-16,India,6,New Zealand,Dharamsala,won,194,4,33.1,5.84,191,2,6 wickets,won
ODI # 3797,20-Oct-16,Newzealad,5,India,Delhi,lost,242,9,50,4.84,,1,6 runs,won
ODI # 3797,20-Oct-16,India,6,New Zealand,Delhi,won,236,10,49.3,4.76,243,2,6 runs,lost
ODI # 3798,23-Oct-16,Newzealad,5,India,Mohali,lost,285,10,49.4,5.73,,1,7 wickets,lost
ODI # 3798,23-Oct-16,India,6,New Zealand,Mohali,won,289,3,48.2,5.97,286,2,7 wickets,won
ODI # 3799,26-Oct-16,Newzealad,5,India,Ranchi,won,260,7,50,5.2,,1,19 runs,won
ODI # 3799,26-Oct-16,India,6,New Zealand,Ranchi,lost,241,10,48.4,4.95,261,2,19 runs,lost
ODI # 3800,29-Oct-16,Newzealad,5,India,Visakhapatnam,lost,79,10,23.1,3.41,270,2,190 runs,lost
ODI # 3800,29-Oct-16,India,6,New Zealand,Visakhapatnam,won,269,6,50,5.38,,1,190 runs,won
ODI # 3805,16-Nov-16,WestIndies,4,Sri Lanka,Harare,lost,227,10,49.2,4.6,,1,62 runs,won
ODI # 3805,16-Nov-16,SriLanka,8,West Indies,Harare,won,165,10,43.1,3.82,228,2,62 runs,lost
ODI # 3808,23-Nov-16,WestIndies,4,Sri Lanka,Bulawayo,won,329,9,50,6.58,331,2,1 runs,lost
ODI # 3808,23-Nov-16,SriLanka,8,West Indies,Bulawayo,lost,330,7,50,6.6,,1,1 runs,won
ODI # 3811,04-Dec-16,Newzealad,5,Australia,Sydney,lost,256,10,44.2,5.77,325,2,68 runs,lost
ODI # 3811,04-Dec-16,Australia,2,New Zealand,Sydney,won,324,8,50,6.48,,1,68 runs,won
ODI # 3812,06-Dec-16,Newzealad,5,Australia,Canberra,won,262,10,47.2,5.53,379,2,116 runs,lost
ODI # 3812,06-Dec-16,Australia,2,New Zealand,Canberra,lost,378,5,50,7.56,,1,116 runs,won
ODI # 3813,09-Dec-16,Newzealad,5,Australia,Melbourne,lost,147,10,36.1,4.06,265,2,117 runs,lost
ODI # 3813,09-Dec-16,Australia,2,New Zealand,Melbourne,won,264,8,50,5.28,,1,117 runs,won
ODI # 3814,26-Dec-16,Newzealad,5,Bangladesh,Christchurch,won,341,7,50,6.82,,1,77 runs,won
ODI # 3814,26-Dec-16,Bangladesh,25,New Zealand,Christchurch,lost,264,10,44.5,5.88,342,2,77 runs,lost
ODI # 3815,29-Dec-16,Newzealad,5,Bangladesh,Nelson,lost,251,10,50,5.02,,1,67 runs,won
ODI # 3815,29-Dec-16,Bangladesh,25,New Zealand,Nelson,won,184,10,42.4,4.31,252,2,67 runs,lost
ODI # 3816,31-Dec-16,Newzealad,5,Bangladesh,Nelson,lost,239,2,41.2,5.78,237,2,8 wickets,won
ODI # 3816,31-Dec-16,Bangladesh,25,New Zealand,Nelson,won,236,9,50,4.72,,1,8 wickets,lost
ODI # 3817,13-Jan-17,Pakistan,7,Australia,Brisbane,lost,176,10,42.4,4.12,269,2,92 runs,lost
ODI # 3817,13-Jan-17,Australia,2,Pakistan,Brisbane,won,268,9,50,5.36,,1,92 runs,won
ODI # 3818,15-Jan-17,Pakistan,7,Australia,Melbourne,lost,221,4,47.4,4.63,221,2,6 wickets,won
ODI # 3818,15-Jan-17,Australia,2,Pakistan,Melbourne,won,220,10,48.2,4.55,,1,6 wickets,lost
ODI # 3819,15-Jan-17,India,6,England,Pune,won,356,7,48.1,7.39,351,2,3 wickets,won
ODI # 3819,15-Jan-17,England,1,India,Pune,lost,350,7,50,7,,1,3 wickets,lost
ODI # 3820,19-Jan-17,Pakistan,7,Australia,Perth,lost,263,7,50,5.26,,1,7 wickets,lost
ODI # 3820,19-Jan-17,Australia,2,Pakistan,Perth,won,265,3,45,5.88,264,2,7 wickets,won
ODI # 3821,19-Jan-17,India,6,England,Cuttack,lost,381,6,50,7.62,,1,15 runs,won
ODI # 3821,19-Jan-17,England,1,India,Cuttack,won,366,8,50,7.32,382,2,15 runs,lost
ODI # 3822,22-Jan-17,Pakistan,7,Australia,Sydney,lost,267,10,43.5,6.09,354,2,86 runs,lost
ODI # 3822,22-Jan-17,Australia,2,Pakistan,Sydney,won,353,6,50,7.06,,1,86 runs,won
ODI # 3824,22-Jan-17,India,6,England,Kolkata,won,316,9,50,6.32,322,2,5 runs,lost
ODI # 3824,22-Jan-17,England,1,India,Kolkata,lost,321,8,50,6.42,,1,5 runs,won
ODI # 3826,26-Jan-17,Pakistan,7,Australia,Adelaide,lost,312,10,49.1,6.34,370,2,57 runs,lost
ODI # 3826,26-Jan-17,Australia,2,Pakistan,Adelaide,won,369,7,50,7.38,,1,57 runs,won
ODI # 3828,28-Jan-17,SriLanka,8,South Africa,Port Elizabeth,lost,181,10,48.3,3.73,,1,8 wickets,lost
ODI # 3828,28-Jan-17,SouthAfrica,3,Sri Lanka,Port Elizabeth,won,185,2,34.2,5.38,182,2,8 wickets,won
ODI # 3829,30-Jan-17,Newzealad,5,Australia,Auckland,lost,286,9,50,5.72,,1,6 runs,won
ODI # 3829,30-Jan-17,Australia,2,New Zealand,Auckland,won,280,10,47,5.95,287,2,6 runs,lost
ODI # 3830,01-Feb-17,SriLanka,8,South Africa,Durban,won,186,10,37.5,4.91,308,2,121 runs,lost
ODI # 3830,01-Feb-17,SouthAfrica,3,Sri Lanka,Durban,lost,307,6,50,6.14,,1,121 runs,won
ODI # 3831,04-Feb-17,SriLanka,8,South Africa,Johannesburg,lost,163,10,39.2,4.14,,1,7 wickets,lost
ODI # 3831,04-Feb-17,SouthAfrica,3,Sri Lanka,Johannesburg,won,164,3,32,5.12,164,2,7 wickets,won
ODI # 3832,05-Feb-17,Newzealad,5,Australia,Hamilton,won,281,9,50,5.62,,1,24 runs,won
ODI # 3832,05-Feb-17,Australia,2,New Zealand,Hamilton,lost,257,10,47,5.46,282,2,24 runs,lost
ODI # 3833,07-Feb-17,SriLanka,8,South Africa,Cape Town,lost,327,10,48.1,6.78,368,2,40 runs,lost
ODI # 3833,07-Feb-17,SouthAfrica,3,Sri Lanka,Cape Town,won,367,5,50,7.34,,1,40 runs,won
ODI # 3834,10-Feb-17,SriLanka,8,South Africa,Centurion,won,296,8,50,5.92,385,2,88 runs,lost
ODI # 3834,10-Feb-17,SouthAfrica,3,Sri Lanka,Centurion,lost,384,6,50,7.68,,1,88 runs,won
ODI # 3836,19-Feb-17,SouthAfrica,3,New Zealand,Hamilton,won,210,6,33.5,6.2,208,2,4 wickets,won
ODI # 3836,19-Feb-17,Newzealad,5,South Africa,Hamilton,lost,207,7,34,6.08,,1,4 wickets,lost
ODI # 3839,22-Feb-17,SouthAfrica,3,New Zealand,Christchurch,won,283,9,50,5.66,290,2,6 runs,lost
ODI # 3839,22-Feb-17,Newzealad,5,South Africa,Christchurch,lost,289,4,50,5.78,,1,6 runs,won
ODI # 3841,25-Feb-17,SouthAfrica,3,New Zealand,Wellington,won,271,8,50,5.42,,1,159 runs,won
ODI # 3841,25-Feb-17,Newzealad,5,South Africa,Wellington,lost,112,10,32.2,3.46,272,2,159 runs,lost
ODI # 3843,01-Mar-17,SouthAfrica,3,New Zealand,Hamilton,won,279,8,50,5.58,,1,7 wickets,lost
ODI # 3843,01-Mar-17,Newzealad,5,South Africa,Hamilton,lost,280,3,45,6.22,280,2,7 wickets,won
ODI # 3845,03-Mar-17,WestIndies,4,England,North Sound,won,251,10,47.2,5.3,297,2,45 runs,lost
ODI # 3845,03-Mar-17,England,1,West Indies,North Sound,lost,296,6,50,5.92,,1,45 runs,won
ODI # 3846,04-Mar-17,SouthAfrica,3,New Zealand,Auckland,won,150,4,32.2,4.63,150,2,6 wickets,won
ODI # 3846,04-Mar-17,Newzealad,5,South Africa,Auckland,lost,149,10,41.1,3.61,,1,6 wickets,lost
ODI # 3848,05-Mar-17,WestIndies,4,England,North Sound,won,225,10,47.5,4.7,,1,4 wickets,lost
ODI # 3848,05-Mar-17,England,1,West Indies,North Sound,lost,226,6,48.2,4.67,226,2,4 wickets,won
ODI # 3849,09-Mar-17,WestIndies,4,England,Bridgetown,won,142,10,39.2,3.61,329,2,186 runs,lost
ODI # 3849,09-Mar-17,England,1,West Indies,Bridgetown,lost,328,10,50,6.56,,1,186 runs,won
